layer,phase_id,phase_label,event_id,event_name,event_date,event_week,event_family,event_anchor,expected_direction,hypothesis,source_url,window,pre_start,pre_end_exclusive,post_start,post_end_exclusive,n_obs_pre,n_obs_post,wallet_pct_shift_during_same_window,pre_window_truncated,post_window_truncated,post_window_crosses_luna,analysis_universe,analysis_universe_label,cat_clean,semantic_within_cat,subcat_key,subcat_label,pre_sales_sum,pre_count_sum,pre_user_weeks_sum,pre_source_rows,post_sales_sum,post_count_sum,post_user_weeks_sum,post_source_rows,support_ok,share_of_wallet_pre,share_of_wallet_post,share_of_wallet_diff,share_of_wallet_pct_change,sales_per_active_user_pre,sales_per_active_user_post,sales_per_active_user_diff,sales_per_active_user_pct_change,count_per_active_user_pre,count_per_active_user_post,count_per_active_user_diff,count_per_active_user_pct_change,active_subcat_user_proxy_pre,active_subcat_user_proxy_post,active_subcat_user_proxy_diff,active_subcat_user_proxy_pct_change
subcategory,treasury_crypto_casspr_consultation_2022_2w,Treasury crypto CASSPr licensing consultation +/-2w,treasury_crypto_casspr_consultation_2022,Treasury crypto CASSPr licensing consultation,2022-03-21,2022-03-21,crypto_regulation,Treasury opened consultation on licensing and custody requirements for crypto asset secondary service providers.,down,"Regulatory scrutiny / licensing uncertainty may reduce crypto-exchange funding, especially in short windows before LUNA.",https://treasury.gov.au/consultation/c2022-259046,2,2022-03-07,2022-03-21,2022-03-21,2022-04-04,0,0,0.0363765285045368,False,False,False,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Clothing & Personal Care,clothing_personal_care_misc_crypto_coinspot,Clothing & Personal Care :: clothing_personal_care_misc_crypto_coinspot,Clothing & Personal Care: clothing personal care misc crypto coinspot,0.0,0.0,0.0,0,0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,
subcategory,treasury_crypto_casspr_consultation_2022_2w,Treasury crypto CASSPr licensing consultation +/-2w,treasury_crypto_casspr_consultation_2022,Treasury crypto CASSPr licensing consultation,2022-03-21,2022-03-21,crypto_regulation,Treasury opened consultation on licensing and custody requirements for crypto asset secondary service providers.,down,"Regulatory scrutiny / licensing uncertainty may reduce crypto-exchange funding, especially in short windows before LUNA.",https://treasury.gov.au/consultation/c2022-259046,2,2022-03-07,2022-03-21,2022-03-21,2022-04-04,0,0,0.0363765285045368,False,False,False,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Clothing & Personal Care,clothing_personal_care_misc_crypto_swyftx,Clothing & Personal Care :: clothing_personal_care_misc_crypto_swyftx,Clothing & Personal Care: clothing personal care misc crypto swyftx,0.0,0.0,0.0,0,0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,
subcategory,treasury_crypto_casspr_consultation_2022_2w,Treasury crypto CASSPr licensing consultation +/-2w,treasury_crypto_casspr_consultation_2022,Treasury crypto CASSPr licensing consultation,2022-03-21,2022-03-21,crypto_regulation,Treasury opened consultation on licensing and custody requirements for crypto asset secondary service providers.,down,"Regulatory scrutiny / licensing uncertainty may reduce crypto-exchange funding, especially in short windows before LUNA.",https://treasury.gov.au/consultation/c2022-259046,2,2022-03-07,2022-03-21,2022-03-21,2022-04-04,2,2,0.0363765285045368,False,False,False,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Education,education_misc_crypto_binance,Education :: education_misc_crypto_binance,Education: education misc crypto binance,122716.64,325.0,214.0,2,83750.78,305.0,198.0,2,True,0.0001019152427440996,6.626121722587305e-05,-3.565402551822655e-05,-0.3498399705307158,0.26900097413393464,0.18176417381788823,-0.08723680031604641,-0.3242991985323128,0.0007123190154160713,0.0006621163195824857,-5.020269583358558e-05,-0.07047782629284687,0.0004689554038245746,0.00042990561187019585,-3.904979195437874e-05,-0.08326973446922123
subcategory,treasury_crypto_casspr_consultation_2022_2w,Treasury crypto CASSPr licensing consultation +/-2w,treasury_crypto_casspr_consultation_2022,Treasury crypto CASSPr licensing consultation,2022-03-21,2022-03-21,crypto_regulation,Treasury opened consultation on licensing and custody requirements for crypto asset secondary service providers.,down,"Regulatory scrutiny / licensing uncertainty may reduce crypto-exchange funding, especially in short windows before LUNA.",https://treasury.gov.au/consultation/c2022-259046,2,2022-03-07,2022-03-21,2022-03-21,2022-04-04,0,0,0.0363765285045368,False,False,False,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Education,education_misc_crypto_coinbase,Education :: education_misc_crypto_coinbase,Education: education misc crypto coinbase,0.0,0.0,0.0,0,0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,
subcategory,treasury_crypto_casspr_consultation_2022_2w,Treasury crypto CASSPr licensing consultation +/-2w,treasury_crypto_casspr_consultation_2022,Treasury crypto CASSPr licensing consultation,2022-03-21,2022-03-21,crypto_regulation,Treasury opened consultation on licensing and custody requirements for crypto asset secondary service providers.,down,"Regulatory scrutiny / licensing uncertainty may reduce crypto-exchange funding, especially in short windows before LUNA.",https://treasury.gov.au/consultation/c2022-259046,2,2022-03-07,2022-03-21,2022-03-21,2022-04-04,0,0,0.0363765285045368,False,False,False,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Education,education_misc_crypto_coinjar,Education :: education_misc_crypto_coinjar,Education: education misc crypto coinjar,0.0,0.0,0.0,0,0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,
subcategory,treasury_crypto_casspr_consultation_2022_2w,Treasury crypto CASSPr licensing consultation +/-2w,treasury_crypto_casspr_consultation_2022,Treasury crypto CASSPr licensing consultation,2022-03-21,2022-03-21,crypto_regulation,Treasury opened consultation on licensing and custody requirements for crypto asset secondary service providers.,down,"Regulatory scrutiny / licensing uncertainty may reduce crypto-exchange funding, especially in short windows before LUNA.",https://treasury.gov.au/consultation/c2022-259046,2,2022-03-07,2022-03-21,2022-03-21,2022-04-04,0,0,0.0363765285045368,False,False,False,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Education,education_misc_crypto_coinspot,Education :: education_misc_crypto_coinspot,Education: education misc crypto coinspot,0.0,0.0,0.0,0,0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,
subcategory,treasury_crypto_casspr_consultation_2022_2w,Treasury crypto CASSPr licensing consultation +/-2w,treasury_crypto_casspr_consultation_2022,Treasury crypto CASSPr licensing consultation,2022-03-21,2022-03-21,crypto_regulation,Treasury opened consultation on licensing and custody requirements for crypto asset secondary service providers.,down,"Regulatory scrutiny / licensing uncertainty may reduce crypto-exchange funding, especially in short windows before LUNA.",https://treasury.gov.au/consultation/c2022-259046,2,2022-03-07,2022-03-21,2022-03-21,2022-04-04,0,0,0.0363765285045368,False,False,False,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Education,education_misc_crypto_swyftx,Education :: education_misc_crypto_swyftx,Education: education misc crypto swyftx,0.0,0.0,0.0,0,0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,
subcategory,treasury_crypto_casspr_consultation_2022_2w,Treasury crypto CASSPr licensing consultation +/-2w,treasury_crypto_casspr_consultation_2022,Treasury crypto CASSPr licensing consultation,2022-03-21,2022-03-21,crypto_regulation,Treasury opened consultation on licensing and custody requirements for crypto asset secondary service providers.,down,"Regulatory scrutiny / licensing uncertainty may reduce crypto-exchange funding, especially in short windows before LUNA.",https://treasury.gov.au/consultation/c2022-259046,2,2022-03-07,2022-03-21,2022-03-21,2022-04-04,0,0,0.0363765285045368,False,False,False,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Electronics & Merchandise,electronics_merchandise_misc_crypto_binance,Electronics & Merchandise :: electronics_merchandise_misc_crypto_binance,Electronics & Merchandise: electronics merchandise misc crypto binance,0.0,0.0,0.0,0,0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,
subcategory,treasury_crypto_casspr_consultation_2022_2w,Treasury crypto CASSPr licensing consultation +/-2w,treasury_crypto_casspr_consultation_2022,Treasury crypto CASSPr licensing consultation,2022-03-21,2022-03-21,crypto_regulation,Treasury opened consultation on licensing and custody requirements for crypto asset secondary service providers.,down,"Regulatory scrutiny / licensing uncertainty may reduce crypto-exchange funding, especially in short windows before LUNA.",https://treasury.gov.au/consultation/c2022-259046,2,2022-03-07,2022-03-21,2022-03-21,2022-04-04,0,0,0.0363765285045368,False,False,False,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Electronics & Merchandise,electronics_merchandise_misc_crypto_coinbase,Electronics & Merchandise :: electronics_merchandise_misc_crypto_coinbase,Electronics & Merchandise: electronics merchandise misc crypto coinbase,0.0,0.0,0.0,0,0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,
subcategory,treasury_crypto_casspr_consultation_2022_2w,Treasury crypto CASSPr licensing consultation +/-2w,treasury_crypto_casspr_consultation_2022,Treasury crypto CASSPr licensing consultation,2022-03-21,2022-03-21,crypto_regulation,Treasury opened consultation on licensing and custody requirements for crypto asset secondary service providers.,down,"Regulatory scrutiny / licensing uncertainty may reduce crypto-exchange funding, especially in short windows before LUNA.",https://treasury.gov.au/consultation/c2022-259046,2,2022-03-07,2022-03-21,2022-03-21,2022-04-04,1,2,0.0363765285045368,False,False,False,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Electronics & Merchandise,electronics_merchandise_misc_crypto_coinjar,Electronics & Merchandise :: electronics_merchandise_misc_crypto_coinjar,Electronics & Merchandise: electronics merchandise misc crypto coinjar,75.0,2.0,2.0,1,450.0,11.0,11.0,2,False,1.1740697095119915e-07,3.4983879884683336e-07,2.324318278956342e-07,1.9797106254640173,0.0003279132909815101,0.0009724636158355954,0.0006445503248540853,1.9656120766706868,8.744354426173602e-06,2.3774526545442836e-05,1.5030172119269234e-05,1.71884296847357,8.744354426173602e-06,2.3774526545442836e-05,1.5030172119269234e-05,1.71884296847357
subcategory,treasury_crypto_casspr_consultation_2022_2w,Treasury crypto CASSPr licensing consultation +/-2w,treasury_crypto_casspr_consultation_2022,Treasury crypto CASSPr licensing consultation,2022-03-21,2022-03-21,crypto_regulation,Treasury opened consultation on licensing and custody requirements for crypto asset secondary service providers.,down,"Regulatory scrutiny / licensing uncertainty may reduce crypto-exchange funding, especially in short windows before LUNA.",https://treasury.gov.au/consultation/c2022-259046,2,2022-03-07,2022-03-21,2022-03-21,2022-04-04,0,0,0.0363765285045368,False,False,False,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Electronics & Merchandise,electronics_merchandise_misc_crypto_coinspot,Electronics & Merchandise :: electronics_merchandise_misc_crypto_coinspot,Electronics & Merchandise: electronics merchandise misc crypto coinspot,0.0,0.0,0.0,0,0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,
subcategory,treasury_crypto_casspr_consultation_2022_2w,Treasury crypto CASSPr licensing consultation +/-2w,treasury_crypto_casspr_consultation_2022,Treasury crypto CASSPr licensing consultation,2022-03-21,2022-03-21,crypto_regulation,Treasury opened consultation on licensing and custody requirements for crypto asset secondary service providers.,down,"Regulatory scrutiny / licensing uncertainty may reduce crypto-exchange funding, especially in short windows before LUNA.",https://treasury.gov.au/consultation/c2022-259046,2,2022-03-07,2022-03-21,2022-03-21,2022-04-04,1,1,0.0363765285045368,False,False,False,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Electronics & Merchandise,electronics_merchandise_misc_crypto_swyftx,Electronics & Merchandise :: electronics_merchandise_misc_crypto_swyftx,Electronics & Merchandise: electronics merchandise misc crypto swyftx,180.0,3.0,2.0,1,183.05,1.0,1.0,1,False,2.8177673028287795e-07,3.0369691145871103e-07,2.1920181175833077e-08,0.07779273027203924,0.0007869918983556242,0.000804014582509773,1.7022684154148807e-05,0.021630062761404226,1.3116531639260402e-05,4.392322220758115e-06,-8.724209418502287e-06,-0.6651308179968083,8.744354426173602e-06,4.392322220758115e-06,-4.352032205415487e-06,-0.4976962269952124
subcategory,treasury_crypto_casspr_consultation_2022_2w,Treasury crypto CASSPr licensing consultation +/-2w,treasury_crypto_casspr_consultation_2022,Treasury crypto CASSPr licensing consultation,2022-03-21,2022-03-21,crypto_regulation,Treasury opened consultation on licensing and custody requirements for crypto asset secondary service providers.,down,"Regulatory scrutiny / licensing uncertainty may reduce crypto-exchange funding, especially in short windows before LUNA.",https://treasury.gov.au/consultation/c2022-259046,2,2022-03-07,2022-03-21,2022-03-21,2022-04-04,0,2,0.0363765285045368,False,False,False,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Entertainment & Recreation,entertainment_recreation_misc_crypto_binance,Entertainment & Recreation :: entertainment_recreation_misc_crypto_binance,Entertainment & Recreation: entertainment recreation misc crypto binance,0.0,0.0,0.0,0,105.0,2.0,2.0,2,False,,8.337056130025855e-08,,,,0.00022808186688878142,,,,4.344416512167265e-06,,,,4.344416512167265e-06,,
subcategory,treasury_crypto_casspr_consultation_2022_2w,Treasury crypto CASSPr licensing consultation +/-2w,treasury_crypto_casspr_consultation_2022,Treasury crypto CASSPr licensing consultation,2022-03-21,2022-03-21,crypto_regulation,Treasury opened consultation on licensing and custody requirements for crypto asset secondary service providers.,down,"Regulatory scrutiny / licensing uncertainty may reduce crypto-exchange funding, especially in short windows before LUNA.",https://treasury.gov.au/consultation/c2022-259046,2,2022-03-07,2022-03-21,2022-03-21,2022-04-04,0,0,0.0363765285045368,False,False,False,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Entertainment & Recreation,entertainment_recreation_misc_crypto_coinbase,Entertainment & Recreation :: entertainment_recreation_misc_crypto_coinbase,Entertainment & Recreation: entertainment recreation misc crypto coinbase,0.0,0.0,0.0,0,0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,
subcategory,treasury_crypto_casspr_consultation_2022_2w,Treasury crypto CASSPr licensing consultation +/-2w,treasury_crypto_casspr_consultation_2022,Treasury crypto CASSPr licensing consultation,2022-03-21,2022-03-21,crypto_regulation,Treasury opened consultation on licensing and custody requirements for crypto asset secondary service providers.,down,"Regulatory scrutiny / licensing uncertainty may reduce crypto-exchange funding, especially in short windows before LUNA.",https://treasury.gov.au/consultation/c2022-259046,2,2022-03-07,2022-03-21,2022-03-21,2022-04-04,0,0,0.0363765285045368,False,False,False,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Entertainment & Recreation,entertainment_recreation_misc_crypto_coinjar,Entertainment & Recreation :: entertainment_recreation_misc_crypto_coinjar,Entertainment & Recreation: entertainment recreation misc crypto coinjar,0.0,0.0,0.0,0,0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,
subcategory,treasury_crypto_casspr_consultation_2022_2w,Treasury crypto CASSPr licensing consultation +/-2w,treasury_crypto_casspr_consultation_2022,Treasury crypto CASSPr licensing consultation,2022-03-21,2022-03-21,crypto_regulation,Treasury opened consultation on licensing and custody requirements for crypto asset secondary service providers.,down,"Regulatory scrutiny / licensing uncertainty may reduce crypto-exchange funding, especially in short windows before LUNA.",https://treasury.gov.au/consultation/c2022-259046,2,2022-03-07,2022-03-21,2022-03-21,2022-04-04,0,0,0.0363765285045368,False,False,False,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Entertainment & Recreation,entertainment_recreation_misc_crypto_coinspot,Entertainment & Recreation :: entertainment_recreation_misc_crypto_coinspot,Entertainment & Recreation: entertainment recreation misc crypto coinspot,0.0,0.0,0.0,0,0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,
subcategory,treasury_crypto_casspr_consultation_2022_2w,Treasury crypto CASSPr licensing consultation +/-2w,treasury_crypto_casspr_consultation_2022,Treasury crypto CASSPr licensing consultation,2022-03-21,2022-03-21,crypto_regulation,Treasury opened consultation on licensing and custody requirements for crypto asset secondary service providers.,down,"Regulatory scrutiny / licensing uncertainty may reduce crypto-exchange funding, especially in short windows before LUNA.",https://treasury.gov.au/consultation/c2022-259046,2,2022-03-07,2022-03-21,2022-03-21,2022-04-04,0,0,0.0363765285045368,False,False,False,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Entertainment & Recreation,entertainment_recreation_misc_crypto_independent_reserve,Entertainment & Recreation :: entertainment_recreation_misc_crypto_independent_reserve,Entertainment & Recreation: entertainment recreation misc crypto independ...,0.0,0.0,0.0,0,0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,
